"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"930"	"2013-2014"	2013	1983	"Barisal"	"2013-2014-Barisal"	"BR14"	"1"	"Long"	"Long-BR14"	4.76
"931"	"2013-2014"	2013	1983	"Bhanga"	"2013-2014-Bhanga"	"BR14"	"1"	"Long"	"Long-BR14"	6.6
"932"	"2013-2014"	2013	1983	"Comilla"	"2013-2014-Comilla"	"BR14"	"1"	"Long"	"Long-BR14"	5.48
"933"	"2013-2014"	2013	1983	"Gazipur"	"2013-2014-Gazipur"	"BR14"	"1"	"Long"	"Long-BR14"	6.75
"934"	"2013-2014"	2013	1983	"Habiganj"	"2013-2014-Habiganj"	"BR14"	"1"	"Long"	"Long-BR14"	6.15
"935"	"2013-2014"	2013	1983	"Rangpur"	"2013-2014-Rangpur"	"BR14"	"1"	"Long"	"Long-BR14"	5.7
"936"	"2013-2014"	2013	1983	"Satkhira"	"2013-2014-Satkhira"	"BR14"	"1"	"Long"	"Long-BR14"	5.86
"937"	"2013-2014"	2013	1983	"Sonagazi"	"2013-2014-Sonagazi"	"BR14"	"1"	"Long"	"Long-BR14"	5.95
"938"	"2013-2014"	2013	1983	"Kustia"	"2013-2014-Kustia"	"BR14"	"1"	"Long"	"Long-BR14"	5.88
"939"	"2013-2014"	2013	1983	"Rajshahi"	"2013-2014-Rajshahi"	"BR14"	"1"	"Long"	"Long-BR14"	5.14
"940"	"2014-2015"	2014	1983	"Barisal"	"2014-2015-Barisal"	"BR14"	"1"	"Long"	"Long-BR14"	5.19
"941"	"2014-2015"	2014	1983	"Bhanga"	"2014-2015-Bhanga"	"BR14"	"1"	"Long"	"Long-BR14"	6.39
"942"	"2014-2015"	2014	1983	"Comilla"	"2014-2015-Comilla"	"BR14"	"1"	"Long"	"Long-BR14"	5.42
"943"	"2014-2015"	2014	1983	"Gazipur"	"2014-2015-Gazipur"	"BR14"	"1"	"Long"	"Long-BR14"	7
"944"	"2014-2015"	2014	1983	"Habiganj"	"2014-2015-Habiganj"	"BR14"	"1"	"Long"	"Long-BR14"	6.12
"945"	"2014-2015"	2014	1983	"Rangpur"	"2014-2015-Rangpur"	"BR14"	"1"	"Long"	"Long-BR14"	4.3
"946"	"2014-2015"	2014	1983	"Satkhira"	"2014-2015-Satkhira"	"BR14"	"1"	"Long"	"Long-BR14"	6.4
"947"	"2014-2015"	2014	1983	"Sonagazi"	"2014-2015-Sonagazi"	"BR14"	"1"	"Long"	"Long-BR14"	4.86
"948"	"2014-2015"	2014	1983	"Kustia"	"2014-2015-Kustia"	"BR14"	"1"	"Long"	"Long-BR14"	5.88
"949"	"2014-2015"	2014	1983	"Rajshahi"	"2014-2015-Rajshahi"	"BR14"	"1"	"Long"	"Long-BR14"	4.75
"950"	"2015-2016"	2015	1983	"Barisal"	"2015-2016-Barisal"	"BR14"	"1"	"Long"	"Long-BR14"	4.2
"951"	"2015-2016"	2015	1983	"Bhanga"	"2015-2016-Bhanga"	"BR14"	"1"	"Long"	"Long-BR14"	6.87
"952"	"2015-2016"	2015	1983	"Comilla"	"2015-2016-Comilla"	"BR14"	"1"	"Long"	"Long-BR14"	6.7
"953"	"2015-2016"	2015	1983	"Gazipur"	"2015-2016-Gazipur"	"BR14"	"1"	"Long"	"Long-BR14"	6.98
"954"	"2015-2016"	2015	1983	"Habiganj"	"2015-2016-Habiganj"	"BR14"	"1"	"Long"	"Long-BR14"	6.6
"955"	"2015-2016"	2015	1983	"Rangpur"	"2015-2016-Rangpur"	"BR14"	"1"	"Long"	"Long-BR14"	6.62
"956"	"2015-2016"	2015	1983	"Satkhira"	"2015-2016-Satkhira"	"BR14"	"1"	"Long"	"Long-BR14"	5.9
"957"	"2015-2016"	2015	1983	"Sonagazi"	"2015-2016-Sonagazi"	"BR14"	"1"	"Long"	"Long-BR14"	4.77
"958"	"2015-2016"	2015	1983	"Kustia"	"2015-2016-Kustia"	"BR14"	"1"	"Long"	"Long-BR14"	6.8
"959"	"2015-2016"	2015	1983	"Rajshahi"	"2015-2016-Rajshahi"	"BR14"	"1"	"Long"	"Long-BR14"	6
"960"	"2001-2002"	2001	1983	"Barisal"	"2001-2002-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	6.8
"961"	"2001-2002"	2001	1983	"Bhanga"	"2001-2002-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	6.9
"962"	"2001-2002"	2001	1983	"Comilla"	"2001-2002-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	6.57
"963"	"2001-2002"	2001	1983	"Habiganj"	"2001-2002-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.27
"964"	"2001-2002"	2001	1983	"Rajshahi"	"2001-2002-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	6.4
"965"	"2001-2002"	2001	1983	"Rangpur"	"2001-2002-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	7.26
"966"	"2001-2002"	2001	1983	"Satkhira"	"2001-2002-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.55
"967"	"2002-2003"	2002	1983	"Barisal"	"2002-2003-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	3.84
"968"	"2002-2003"	2002	1983	"Bhanga"	"2002-2003-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	6.87
"969"	"2002-2003"	2002	1983	"Comilla"	"2002-2003-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	6.07
"970"	"2002-2003"	2002	1983	"Gazipur"	"2002-2003-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	3.58
"971"	"2002-2003"	2002	1983	"Habiganj"	"2002-2003-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	5.71
"972"	"2002-2003"	2002	1983	"Rajshahi"	"2002-2003-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	2.6
"973"	"2002-2003"	2002	1983	"Rangpur"	"2002-2003-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	4.23
"974"	"2002-2003"	2002	1983	"Satkhira"	"2002-2003-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5.95
"975"	"2003-2004"	2003	1983	"Barisal"	"2003-2004-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	5.99
"976"	"2003-2004"	2003	1983	"Bhanga"	"2003-2004-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	5.05
"977"	"2003-2004"	2003	1983	"Comilla"	"2003-2004-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.11
"978"	"2003-2004"	2003	1983	"Gazipur"	"2003-2004-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	2.63
"979"	"2003-2004"	2003	1983	"Habiganj"	"2003-2004-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	5.93
"980"	"2003-2004"	2003	1983	"Rajshahi"	"2003-2004-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	3.95
"981"	"2003-2004"	2003	1983	"Rangpur"	"2003-2004-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	4.77
"982"	"2003-2004"	2003	1983	"Satkhira"	"2003-2004-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.37
"983"	"2004-2005"	2004	1983	"Barisal"	"2004-2005-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	6.23
"984"	"2004-2005"	2004	1983	"Bhanga"	"2004-2005-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	6.21
"985"	"2004-2005"	2004	1983	"Comilla"	"2004-2005-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	6.1
"986"	"2004-2005"	2004	1983	"Gazipur"	"2004-2005-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	3.54
"987"	"2004-2005"	2004	1983	"Habiganj"	"2004-2005-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	5.49
"988"	"2004-2005"	2004	1983	"Rajshahi"	"2004-2005-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.46
"989"	"2004-2005"	2004	1983	"Rangpur"	"2004-2005-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	5.09
"990"	"2004-2005"	2004	1983	"Satkhira"	"2004-2005-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.84
"991"	"2004-2005"	2004	1983	"Kustia"	"2004-2005-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	5.61
"992"	"2005-2006"	2005	1983	"Barisal"	"2005-2006-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	7.14
"993"	"2005-2006"	2005	1983	"Bhanga"	"2005-2006-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.24
"994"	"2005-2006"	2005	1983	"Comilla"	"2005-2006-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	6.37
"995"	"2005-2006"	2005	1983	"Gazipur"	"2005-2006-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	5.96
"996"	"2005-2006"	2005	1983	"Habiganj"	"2005-2006-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	8.5
"997"	"2005-2006"	2005	1983	"Rajshahi"	"2005-2006-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	6.1
"998"	"2005-2006"	2005	1983	"Rangpur"	"2005-2006-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	4.08
"999"	"2005-2006"	2005	1983	"Satkhira"	"2005-2006-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.31
"1000"	"2005-2006"	2005	1983	"Kustia"	"2005-2006-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	6.31
"1001"	"2006-2007"	2006	1983	"Barisal"	"2006-2007-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	5.58
"1002"	"2006-2007"	2006	1983	"Bhanga"	"2006-2007-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.45
"1003"	"2006-2007"	2006	1983	"Comilla"	"2006-2007-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.83
"1004"	"2006-2007"	2006	1983	"Gazipur"	"2006-2007-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	4.8
"1005"	"2006-2007"	2006	1983	"Habiganj"	"2006-2007-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.49
"1006"	"2006-2007"	2006	1983	"Rajshahi"	"2006-2007-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.6
"1007"	"2006-2007"	2006	1983	"Kustia"	"2006-2007-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	6.97
"1008"	"2006-2007"	2006	1983	"Rangpur"	"2006-2007-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	5.48
"1009"	"2006-2007"	2006	1983	"Satkhira"	"2006-2007-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5.29
"1010"	"2007-2008"	2007	1983	"Barisal"	"2007-2008-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	5.27
"1011"	"2007-2008"	2007	1983	"Bhanga"	"2007-2008-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	6.73
"1012"	"2007-2008"	2007	1983	"Comilla"	"2007-2008-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	7.76
"1013"	"2007-2008"	2007	1983	"Gazipur"	"2007-2008-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	5
"1014"	"2007-2008"	2007	1983	"Habiganj"	"2007-2008-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.49
"1015"	"2007-2008"	2007	1983	"Rangpur"	"2007-2008-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	2.8
"1016"	"2007-2008"	2007	1983	"Satkhira"	"2007-2008-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.5
"1017"	"2007-2008"	2007	1983	"Kustia"	"2007-2008-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	6.14
"1018"	"2007-2008"	2007	1983	"Rajshahi"	"2007-2008-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.48
"1019"	"2008-2009"	2008	1983	"Barisal"	"2008-2009-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	5.54
"1020"	"2008-2009"	2008	1983	"Bhanga"	"2008-2009-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.09
"1021"	"2008-2009"	2008	1983	"Comilla"	"2008-2009-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.93
"1022"	"2008-2009"	2008	1983	"Gazipur"	"2008-2009-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	4.15
"1023"	"2008-2009"	2008	1983	"Habiganj"	"2008-2009-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	7.2
"1024"	"2008-2009"	2008	1983	"Rajshahi"	"2008-2009-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.36
"1025"	"2008-2009"	2008	1983	"Rangpur"	"2008-2009-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	2.7
"1026"	"2008-2009"	2008	1983	"Kustia"	"2008-2009-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	7.15
"1027"	"2008-2009"	2008	1983	"Satkhira"	"2008-2009-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5.9
"1028"	"2009-2010"	2009	1983	"Barisal"	"2009-2010-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	5.8
"1029"	"2009-2010"	2009	1983	"Bhanga"	"2009-2010-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.53
"1030"	"2009-2010"	2009	1983	"Comilla"	"2009-2010-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	6.47
"1031"	"2009-2010"	2009	1983	"Gazipur"	"2009-2010-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	4
"1032"	"2009-2010"	2009	1983	"Habiganj"	"2009-2010-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.75
"1033"	"2009-2010"	2009	1983	"Rajshahi"	"2009-2010-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.42
"1034"	"2009-2010"	2009	1983	"Rangpur"	"2009-2010-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	4.4
"1035"	"2009-2010"	2009	1983	"Satkhira"	"2009-2010-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5.45
"1036"	"2009-2010"	2009	1983	"Kustia"	"2009-2010-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	5.78
"1037"	"2010-2011"	2010	1983	"Barisal"	"2010-2011-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	4.99
"1038"	"2010-2011"	2010	1983	"Bhanga"	"2010-2011-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.97
"1039"	"2010-2011"	2010	1983	"Comilla"	"2010-2011-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.86
"1040"	"2010-2011"	2010	1983	"Gazipur"	"2010-2011-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	2.95
"1041"	"2010-2011"	2010	1983	"Habiganj"	"2010-2011-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.3
"1042"	"2010-2011"	2010	1983	"Rangpur"	"2010-2011-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	3.1
"1043"	"2010-2011"	2010	1983	"Satkhira"	"2010-2011-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5
"1044"	"2010-2011"	2010	1983	"Sonagazi"	"2010-2011-Sonagazi"	"BR14"	"2"	"Long"	"Long-BR14"	6.3
"1045"	"2010-2011"	2010	1983	"Kustia"	"2010-2011-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	4.4
"1046"	"2010-2011"	2010	1983	"Rajshahi"	"2010-2011-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	5.28
"1047"	"2011-2012"	2011	1983	"Barisal"	"2011-2012-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	4.99
"1048"	"2011-2012"	2011	1983	"Bhanga"	"2011-2012-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.97
"1049"	"2011-2012"	2011	1983	"Comilla"	"2011-2012-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.46
"1050"	"2011-2012"	2011	1983	"Gazipur"	"2011-2012-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	4.52
"1051"	"2011-2012"	2011	1983	"Habiganj"	"2011-2012-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.3
"1052"	"2011-2012"	2011	1983	"Rangpur"	"2011-2012-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	3.1
"1053"	"2011-2012"	2011	1983	"Satkhira"	"2011-2012-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.52
"1054"	"2011-2012"	2011	1983	"Sonagazi"	"2011-2012-Sonagazi"	"BR14"	"2"	"Long"	"Long-BR14"	6.3
"1055"	"2011-2012"	2011	1983	"Kustia"	"2011-2012-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	4.4
"1056"	"2011-2012"	2011	1983	"Rajshahi"	"2011-2012-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	6.14
"1057"	"2012-2013"	2012	1983	"Barisal"	"2012-2013-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	4.16
"1058"	"2012-2013"	2012	1983	"Bhanga"	"2012-2013-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	8.59
"1059"	"2012-2013"	2012	1983	"Comilla"	"2012-2013-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.71
"1060"	"2012-2013"	2012	1983	"Gazipur"	"2012-2013-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	5.66
"1061"	"2012-2013"	2012	1983	"Habiganj"	"2012-2013-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.03
"1062"	"2012-2013"	2012	1983	"Rangpur"	"2012-2013-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	6.6
"1063"	"2012-2013"	2012	1983	"Satkhira"	"2012-2013-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	7.2
"1064"	"2012-2013"	2012	1983	"Sonagazi"	"2012-2013-Sonagazi"	"BR14"	"2"	"Long"	"Long-BR14"	3.81
"1065"	"2012-2013"	2012	1983	"Kustia"	"2012-2013-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	6.5
"1066"	"2012-2013"	2012	1983	"Rajshahi"	"2012-2013-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.12
"1067"	"2013-2014"	2013	1983	"Barisal"	"2013-2014-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	4.67
"1068"	"2013-2014"	2013	1983	"Bhanga"	"2013-2014-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	6.9
"1069"	"2013-2014"	2013	1983	"Comilla"	"2013-2014-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.29
"1070"	"2013-2014"	2013	1983	"Gazipur"	"2013-2014-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	6.5
"1071"	"2013-2014"	2013	1983	"Habiganj"	"2013-2014-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	5.75
"1072"	"2013-2014"	2013	1983	"Rangpur"	"2013-2014-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	5.8
"1073"	"2013-2014"	2013	1983	"Satkhira"	"2013-2014-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5.84
"1074"	"2013-2014"	2013	1983	"Sonagazi"	"2013-2014-Sonagazi"	"BR14"	"2"	"Long"	"Long-BR14"	5.85
"1075"	"2013-2014"	2013	1983	"Kustia"	"2013-2014-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	3.25
"1076"	"2013-2014"	2013	1983	"Rajshahi"	"2013-2014-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	4.61
"1077"	"2014-2015"	2014	1983	"Barisal"	"2014-2015-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	4.86
"1078"	"2014-2015"	2014	1983	"Bhanga"	"2014-2015-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	6.46
"1079"	"2014-2015"	2014	1983	"Comilla"	"2014-2015-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.6
"1080"	"2014-2015"	2014	1983	"Gazipur"	"2014-2015-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	7
"1081"	"2014-2015"	2014	1983	"Habiganj"	"2014-2015-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	6.33
"1082"	"2014-2015"	2014	1983	"Rangpur"	"2014-2015-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	4.1
"1083"	"2014-2015"	2014	1983	"Satkhira"	"2014-2015-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	6.49
"1084"	"2014-2015"	2014	1983	"Sonagazi"	"2014-2015-Sonagazi"	"BR14"	"2"	"Long"	"Long-BR14"	4.72
"1085"	"2014-2015"	2014	1983	"Kustia"	"2014-2015-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	5.49
"1086"	"2014-2015"	2014	1983	"Rajshahi"	"2014-2015-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	5.1
"1087"	"2015-2016"	2015	1983	"Barisal"	"2015-2016-Barisal"	"BR14"	"2"	"Long"	"Long-BR14"	5.26
"1088"	"2015-2016"	2015	1983	"Bhanga"	"2015-2016-Bhanga"	"BR14"	"2"	"Long"	"Long-BR14"	7.23
"1089"	"2015-2016"	2015	1983	"Comilla"	"2015-2016-Comilla"	"BR14"	"2"	"Long"	"Long-BR14"	5.31
"1090"	"2015-2016"	2015	1983	"Gazipur"	"2015-2016-Gazipur"	"BR14"	"2"	"Long"	"Long-BR14"	6.33
"1091"	"2015-2016"	2015	1983	"Habiganj"	"2015-2016-Habiganj"	"BR14"	"2"	"Long"	"Long-BR14"	5
"1092"	"2015-2016"	2015	1983	"Rangpur"	"2015-2016-Rangpur"	"BR14"	"2"	"Long"	"Long-BR14"	5.43
"1093"	"2015-2016"	2015	1983	"Satkhira"	"2015-2016-Satkhira"	"BR14"	"2"	"Long"	"Long-BR14"	5.25
"1094"	"2015-2016"	2015	1983	"Sonagazi"	"2015-2016-Sonagazi"	"BR14"	"2"	"Long"	"Long-BR14"	3.84
"1095"	"2015-2016"	2015	1983	"Kustia"	"2015-2016-Kustia"	"BR14"	"2"	"Long"	"Long-BR14"	7.73
"1096"	"2015-2016"	2015	1983	"Rajshahi"	"2015-2016-Rajshahi"	"BR14"	"2"	"Long"	"Long-BR14"	6.48
"1097"	"2001-2002"	2001	1983	"Barisal"	"2001-2002-Barisal"	"BR14"	"3"	"Long"	"Long-BR14"	6.69
"1098"	"2001-2002"	2001	1983	"Bhanga"	"2001-2002-Bhanga"	"BR14"	"3"	"Long"	"Long-BR14"	7.6
"1099"	"2001-2002"	2001	1983	"Comilla"	"2001-2002-Comilla"	"BR14"	"3"	"Long"	"Long-BR14"	6.32
"1100"	"2001-2002"	2001	1983	"Habiganj"	"2001-2002-Habiganj"	"BR14"	"3"	"Long"	"Long-BR14"	5.97
"1101"	"2001-2002"	2001	1983	"Rajshahi"	"2001-2002-Rajshahi"	"BR14"	"3"	"Long"	"Long-BR14"	6.4
"1102"	"2001-2002"	2001	1983	"Rangpur"	"2001-2002-Rangpur"	"BR14"	"3"	"Long"	"Long-BR14"	6.12
"1103"	"2001-2002"	2001	1983	"Satkhira"	"2001-2002-Satkhira"	"BR14"	"3"	"Long"	"Long-BR14"	6.65
"1104"	"2002-2003"	2002	1983	"Barisal"	"2002-2003-Barisal"	"BR14"	"3"	"Long"	"Long-BR14"	3.99
"1105"	"2002-2003"	2002	1983	"Bhanga"	"2002-2003-Bhanga"	"BR14"	"3"	"Long"	"Long-BR14"	5.52
"1106"	"2002-2003"	2002	1983	"Comilla"	"2002-2003-Comilla"	"BR14"	"3"	"Long"	"Long-BR14"	6.06
"1107"	"2002-2003"	2002	1983	"Gazipur"	"2002-2003-Gazipur"	"BR14"	"3"	"Long"	"Long-BR14"	3.95
"1108"	"2002-2003"	2002	1983	"Habiganj"	"2002-2003-Habiganj"	"BR14"	"3"	"Long"	"Long-BR14"	5.14
"1109"	"2002-2003"	2002	1983	"Rajshahi"	"2002-2003-Rajshahi"	"BR14"	"3"	"Long"	"Long-BR14"	4.6
"1110"	"2002-2003"	2002	1983	"Rangpur"	"2002-2003-Rangpur"	"BR14"	"3"	"Long"	"Long-BR14"	4.34
"1111"	"2002-2003"	2002	1983	"Satkhira"	"2002-2003-Satkhira"	"BR14"	"3"	"Long"	"Long-BR14"	5.9
"1112"	"2003-2004"	2003	1983	"Barisal"	"2003-2004-Barisal"	"BR14"	"3"	"Long"	"Long-BR14"	4.48
"1113"	"2003-2004"	2003	1983	"Bhanga"	"2003-2004-Bhanga"	"BR14"	"3"	"Long"	"Long-BR14"	4.72
"1114"	"2003-2004"	2003	1983	"Comilla"	"2003-2004-Comilla"	"BR14"	"3"	"Long"	"Long-BR14"	4.4
"1115"	"2003-2004"	2003	1983	"Gazipur"	"2003-2004-Gazipur"	"BR14"	"3"	"Long"	"Long-BR14"	2.62
"1116"	"2003-2004"	2003	1983	"Habiganj"	"2003-2004-Habiganj"	"BR14"	"3"	"Long"	"Long-BR14"	5.22
"1117"	"2003-2004"	2003	1983	"Rajshahi"	"2003-2004-Rajshahi"	"BR14"	"3"	"Long"	"Long-BR14"	1.66
"1118"	"2003-2004"	2003	1983	"Rangpur"	"2003-2004-Rangpur"	"BR14"	"3"	"Long"	"Long-BR14"	5.04
"1119"	"2003-2004"	2003	1983	"Satkhira"	"2003-2004-Satkhira"	"BR14"	"3"	"Long"	"Long-BR14"	6.47
"1120"	"2004-2005"	2004	1983	"Barisal"	"2004-2005-Barisal"	"BR14"	"3"	"Long"	"Long-BR14"	5.39
"1121"	"2004-2005"	2004	1983	"Bhanga"	"2004-2005-Bhanga"	"BR14"	"3"	"Long"	"Long-BR14"	6.19
"1122"	"2004-2005"	2004	1983	"Comilla"	"2004-2005-Comilla"	"BR14"	"3"	"Long"	"Long-BR14"	5.91
"1123"	"2004-2005"	2004	1983	"Gazipur"	"2004-2005-Gazipur"	"BR14"	"3"	"Long"	"Long-BR14"	4.22
"1124"	"2004-2005"	2004	1983	"Habiganj"	"2004-2005-Habiganj"	"BR14"	"3"	"Long"	"Long-BR14"	5.49
"1125"	"2004-2005"	2004	1983	"Rajshahi"	"2004-2005-Rajshahi"	"BR14"	"3"	"Long"	"Long-BR14"	4.56
"1126"	"2004-2005"	2004	1983	"Rangpur"	"2004-2005-Rangpur"	"BR14"	"3"	"Long"	"Long-BR14"	5.16
"1127"	"2004-2005"	2004	1983	"Satkhira"	"2004-2005-Satkhira"	"BR14"	"3"	"Long"	"Long-BR14"	6.71
"1128"	"2004-2005"	2004	1983	"Kustia"	"2004-2005-Kustia"	"BR14"	"3"	"Long"	"Long-BR14"	5.71
"1129"	"2005-2006"	2005	1983	"Barisal"	"2005-2006-Barisal"	"BR14"	"3"	"Long"	"Long-BR14"	7.26
"1130"	"2005-2006"	2005	1983	"Bhanga"	"2005-2006-Bhanga"	"BR14"	"3"	"Long"	"Long-BR14"	6.82
"1131"	"2005-2006"	2005	1983	"Comilla"	"2005-2006-Comilla"	"BR14"	"3"	"Long"	"Long-BR14"	6.51
"1132"	"2005-2006"	2005	1983	"Gazipur"	"2005-2006-Gazipur"	"BR14"	"3"	"Long"	"Long-BR14"	5.47
"1133"	"2005-2006"	2005	1983	"Habiganj"	"2005-2006-Habiganj"	"BR14"	"3"	"Long"	"Long-BR14"	8.4
