"Y"	"tj"	"ri"	"L"	"Env"	"G"	"Rep"	"Group"	"Yield"
"2005"	2005	1992	"Barisal"	"2005-Barisal"	"BR25"	"1"	"Medium"	3.691
"2005"	2005	1992	"Comilla"	"2005-Comilla"	"BR25"	"1"	"Medium"	3.211162791
"2005"	2005	1992	"Gazipur"	"2005-Gazipur"	"BR25"	"1"	"Medium"	4.389767442
"2005"	2005	1992	"Rajshahi"	"2005-Rajshahi"	"BR25"	"1"	"Medium"	3.786744186
"2005"	2005	1992	"Rangpur"	"2005-Rangpur"	"BR25"	"1"	"Medium"	3.102363706
"2005"	2005	1992	"Satkhira"	"2005-Satkhira"	"BR25"	"1"	"Medium"	4.584186047
"2005"	2005	1992	"Sonagazi"	"2005-Sonagazi"	"BR25"	"1"	"Medium"	4.55
"2005"	2005	1992	"Kustia"	"2005-Kustia"	"BR25"	"1"	"Medium"	4.227267442
"2006"	2006	1992	"Barisal"	"2006-Barisal"	"BR25"	"1"	"Medium"	2.01
"2006"	2006	1992	"Comilla"	"2006-Comilla"	"BR25"	"1"	"Medium"	1.44
"2006"	2006	1992	"Gazipur"	"2006-Gazipur"	"BR25"	"1"	"Medium"	4
"2006"	2006	1992	"Rajshahi"	"2006-Rajshahi"	"BR25"	"1"	"Medium"	3.6
"2006"	2006	1992	"Rangpur"	"2006-Rangpur"	"BR25"	"1"	"Medium"	4
"2006"	2006	1992	"Satkhira"	"2006-Satkhira"	"BR25"	"1"	"Medium"	5.95
"2006"	2006	1992	"Sonagazi"	"2006-Sonagazi"	"BR25"	"1"	"Medium"	1.54
"2006"	2006	1992	"Kustia"	"2006-Kustia"	"BR25"	"1"	"Medium"	4
"2007"	2007	1992	"Barisal"	"2007-Barisal"	"BR25"	"1"	"Medium"	4.1085
"2007"	2007	1992	"Comilla"	"2007-Comilla"	"BR25"	"1"	"Medium"	3.21
"2007"	2007	1992	"Gazipur"	"2007-Gazipur"	"BR25"	"1"	"Medium"	2.55
"2007"	2007	1992	"Rajshahi"	"2007-Rajshahi"	"BR25"	"1"	"Medium"	5.6
"2007"	2007	1992	"Rangpur"	"2007-Rangpur"	"BR25"	"1"	"Medium"	2.95
"2007"	2007	1992	"Satkhira"	"2007-Satkhira"	"BR25"	"1"	"Medium"	3
"2007"	2007	1992	"Sonagazi"	"2007-Sonagazi"	"BR25"	"1"	"Medium"	3.3
"2007"	2007	1992	"Kustia"	"2007-Kustia"	"BR25"	"1"	"Medium"	3.7
"2008"	2008	1992	"Barisal"	"2008-Barisal"	"BR25"	"1"	"Medium"	3.42925
"2008"	2008	1992	"Comilla"	"2008-Comilla"	"BR25"	"1"	"Medium"	2.08
"2008"	2008	1992	"Gazipur"	"2008-Gazipur"	"BR25"	"1"	"Medium"	4
"2008"	2008	1992	"Rajshahi"	"2008-Rajshahi"	"BR25"	"1"	"Medium"	3.96
"2008"	2008	1992	"Rangpur"	"2008-Rangpur"	"BR25"	"1"	"Medium"	3.8
"2008"	2008	1992	"Satkhira"	"2008-Satkhira"	"BR25"	"1"	"Medium"	4.475
"2008"	2008	1992	"Sonagazi"	"2008-Sonagazi"	"BR25"	"1"	"Medium"	2.3
"2008"	2008	1992	"Kustia"	"2008-Kustia"	"BR25"	"1"	"Medium"	3.8
"2009"	2009	1992	"Barisal"	"2009-Barisal"	"BR25"	"1"	"Medium"	2.75
"2009"	2009	1992	"Comilla"	"2009-Comilla"	"BR25"	"1"	"Medium"	3.19
"2009"	2009	1992	"Gazipur"	"2009-Gazipur"	"BR25"	"1"	"Medium"	3.9
"2009"	2009	1992	"Rajshahi"	"2009-Rajshahi"	"BR25"	"1"	"Medium"	4.78
"2009"	2009	1992	"Rangpur"	"2009-Rangpur"	"BR25"	"1"	"Medium"	3.9
"2009"	2009	1992	"Satkhira"	"2009-Satkhira"	"BR25"	"1"	"Medium"	3.7375
"2009"	2009	1992	"Sonagazi"	"2009-Sonagazi"	"BR25"	"1"	"Medium"	1.8
"2009"	2009	1992	"Kustia"	"2009-Kustia"	"BR25"	"1"	"Medium"	3.9
"2010"	2010	1992	"Barisal"	"2010-Barisal"	"BR25"	"1"	"Medium"	3.53
"2010"	2010	1992	"Comilla"	"2010-Comilla"	"BR25"	"1"	"Medium"	4.3
"2010"	2010	1992	"Gazipur"	"2010-Gazipur"	"BR25"	"1"	"Medium"	4
"2010"	2010	1992	"Rajshahi"	"2010-Rajshahi"	"BR25"	"1"	"Medium"	5.69
"2010"	2010	1992	"Rangpur"	"2010-Rangpur"	"BR25"	"1"	"Medium"	3.5
"2010"	2010	1992	"Satkhira"	"2010-Satkhira"	"BR25"	"1"	"Medium"	4.10625
"2010"	2010	1992	"Sonagazi"	"2010-Sonagazi"	"BR25"	"1"	"Medium"	4.61
"2010"	2010	1992	"Kustia"	"2010-Kustia"	"BR25"	"1"	"Medium"	4.8
"2011"	2011	1992	"Barisal"	"2011-Barisal"	"BR25"	"1"	"Medium"	4.31
"2011"	2011	1992	"Comilla"	"2011-Comilla"	"BR25"	"1"	"Medium"	2.61
"2011"	2011	1992	"Gazipur"	"2011-Gazipur"	"BR25"	"1"	"Medium"	5.3
"2011"	2011	1992	"Rajshahi"	"2011-Rajshahi"	"BR25"	"1"	"Medium"	6.6
"2011"	2011	1992	"Rangpur"	"2011-Rangpur"	"BR25"	"1"	"Medium"	3.2
"2011"	2011	1992	"Satkhira"	"2011-Satkhira"	"BR25"	"1"	"Medium"	3.921875
"2011"	2011	1992	"Sonagazi"	"2011-Sonagazi"	"BR25"	"1"	"Medium"	6.6
"2011"	2011	1992	"Kustia"	"2011-Kustia"	"BR25"	"1"	"Medium"	4.84
"2012"	2012	1992	"Kustia"	"2012-Kustia"	"BR25"	"1"	"Medium"	5.02
"2012"	2012	1992	"Sonagazi"	"2012-Sonagazi"	"BR25"	"1"	"Medium"	4.48
"2012"	2012	1992	"Comilla"	"2012-Comilla"	"BR25"	"1"	"Medium"	4.3
"2012"	2012	1992	"Gazipur"	"2012-Gazipur"	"BR25"	"1"	"Medium"	4.295
"2012"	2012	1992	"Rajshahi"	"2012-Rajshahi"	"BR25"	"1"	"Medium"	5.855
"2012"	2012	1992	"Rangpur"	"2012-Rangpur"	"BR25"	"1"	"Medium"	1.8
"2012"	2012	1992	"Satkhira"	"2012-Satkhira"	"BR25"	"1"	"Medium"	3.05
"2012"	2012	1992	"Barisal"	"2012-Barisal"	"BR25"	"1"	"Medium"	4.3
"2013"	2013	1992	"Kustia"	"2013-Kustia"	"BR25"	"1"	"Medium"	3.9
"2013"	2013	1992	"Sonagazi"	"2013-Sonagazi"	"BR25"	"1"	"Medium"	4.43
"2013"	2013	1992	"Comilla"	"2013-Comilla"	"BR25"	"1"	"Medium"	3.89
"2013"	2013	1992	"Gazipur"	"2013-Gazipur"	"BR25"	"1"	"Medium"	3.57
"2013"	2013	1992	"Rajshahi"	"2013-Rajshahi"	"BR25"	"1"	"Medium"	5.11
"2013"	2013	1992	"Rangpur"	"2013-Rangpur"	"BR25"	"1"	"Medium"	2.6
"2013"	2013	1992	"Barisal"	"2013-Barisal"	"BR25"	"1"	"Medium"	4.18
"2014"	2014	1992	"Kustia"	"2014-Kustia"	"BR25"	"1"	"Medium"	4.92
"2014"	2014	1992	"Sonagazi"	"2014-Sonagazi"	"BR25"	"1"	"Medium"	2.94
"2014"	2014	1992	"Comilla"	"2014-Comilla"	"BR25"	"1"	"Medium"	3.95
"2014"	2014	1992	"Gazipur"	"2014-Gazipur"	"BR25"	"1"	"Medium"	5
"2014"	2014	1992	"Rajshahi"	"2014-Rajshahi"	"BR25"	"1"	"Medium"	5.77744186
"2014"	2014	1992	"Rangpur"	"2014-Rangpur"	"BR25"	"1"	"Medium"	2
"2014"	2014	1992	"Satkhira"	"2014-Satkhira"	"BR25"	"1"	"Medium"	4.78
"2014"	2014	1992	"Bhanga"	"2014-Bhanga"	"BR25"	"1"	"Medium"	4.75
"2015"	2015	1992	"Kustia"	"2015-Kustia"	"BR25"	"1"	"Medium"	5.43
"2015"	2015	1992	"Sonagazi"	"2015-Sonagazi"	"BR25"	"1"	"Medium"	3.370269767
"2015"	2015	1992	"Comilla"	"2015-Comilla"	"BR25"	"1"	"Medium"	2.917743325
"2015"	2015	1992	"Gazipur"	"2015-Gazipur"	"BR25"	"1"	"Medium"	4.864941083
"2015"	2015	1992	"Rajshahi"	"2015-Rajshahi"	"BR25"	"1"	"Medium"	6.379069767
"2015"	2015	1992	"Rangpur"	"2015-Rangpur"	"BR25"	"1"	"Medium"	1.7
"2015"	2015	1992	"Satkhira"	"2015-Satkhira"	"BR25"	"1"	"Medium"	2.951162791
"2015"	2015	1992	"Bhanga"	"2015-Bhanga"	"BR25"	"1"	"Medium"	4.25
"2001"	2001	1992	"Barisal"	"2001-Barisal"	"BR25"	"2"	"Medium"	3.72
"2001"	2001	1992	"Comilla"	"2001-Comilla"	"BR25"	"2"	"Medium"	3.013953488
"2001"	2001	1992	"Gazipur"	"2001-Gazipur"	"BR25"	"2"	"Medium"	4.380697674
"2001"	2001	1992	"Rajshahi"	"2001-Rajshahi"	"BR25"	"2"	"Medium"	3.61
"2001"	2001	1992	"Rangpur"	"2001-Rangpur"	"BR25"	"2"	"Medium"	3.532906977
"2001"	2001	1992	"Satkhira"	"2001-Satkhira"	"BR25"	"2"	"Medium"	4.89994186
"2001"	2001	1992	"Sonagazi"	"2001-Sonagazi"	"BR25"	"2"	"Medium"	4.380697674
"2002"	2002	1992	"Barisal"	"2002-Barisal"	"BR25"	"2"	"Medium"	4.65
"2002"	2002	1992	"Comilla"	"2002-Comilla"	"BR25"	"2"	"Medium"	4.2
"2002"	2002	1992	"Gazipur"	"2002-Gazipur"	"BR25"	"2"	"Medium"	3.863938605
"2002"	2002	1992	"Rajshahi"	"2002-Rajshahi"	"BR25"	"2"	"Medium"	3.909
"2002"	2002	1992	"Rangpur"	"2002-Rangpur"	"BR25"	"2"	"Medium"	3.47
"2002"	2002	1992	"Satkhira"	"2002-Satkhira"	"BR25"	"2"	"Medium"	4.704069767
"2002"	2002	1992	"Sonagazi"	"2002-Sonagazi"	"BR25"	"2"	"Medium"	4.679697674
"2003"	2003	1992	"Barisal"	"2003-Barisal"	"BR25"	"2"	"Medium"	6.118604651
"2003"	2003	1992	"Comilla"	"2003-Comilla"	"BR25"	"2"	"Medium"	3.729966279
"2003"	2003	1992	"Gazipur"	"2003-Gazipur"	"BR25"	"2"	"Medium"	2.903232558
"2003"	2003	1992	"Rajshahi"	"2003-Rajshahi"	"BR25"	"2"	"Medium"	3.7595
"2003"	2003	1992	"Rangpur"	"2003-Rangpur"	"BR25"	"2"	"Medium"	3.595813953
"2003"	2003	1992	"Satkhira"	"2003-Satkhira"	"BR25"	"2"	"Medium"	5.095813953
"2003"	2003	1992	"Sonagazi"	"2003-Sonagazi"	"BR25"	"2"	"Medium"	3.66
"2004"	2004	1992	"Barisal"	"2004-Barisal"	"BR25"	"2"	"Medium"	3.628665319
"2004"	2004	1992	"Comilla"	"2004-Comilla"	"BR25"	"2"	"Medium"	2.08915814
"2004"	2004	1992	"Gazipur"	"2004-Gazipur"	"BR25"	"2"	"Medium"	2.388255814
"2004"	2004	1992	"Rajshahi"	"2004-Rajshahi"	"BR25"	"2"	"Medium"	3.377906977
"2004"	2004	1992	"Rangpur"	"2004-Rangpur"	"BR25"	"2"	"Medium"	2.31
"2004"	2004	1992	"Satkhira"	"2004-Satkhira"	"BR25"	"2"	"Medium"	4.911627907
"2004"	2004	1992	"Sonagazi"	"2004-Sonagazi"	"BR25"	"2"	"Medium"	4.424524313
"2004"	2004	1992	"Kustia"	"2004-Kustia"	"BR25"	"2"	"Medium"	3.228562791
"2005"	2005	1992	"Barisal"	"2005-Barisal"	"BR25"	"2"	"Medium"	5.159
"2005"	2005	1992	"Comilla"	"2005-Comilla"	"BR25"	"2"	"Medium"	3.349883721
"2005"	2005	1992	"Gazipur"	"2005-Gazipur"	"BR25"	"2"	"Medium"	2.769186047
"2005"	2005	1992	"Rajshahi"	"2005-Rajshahi"	"BR25"	"2"	"Medium"	3.411860465
"2005"	2005	1992	"Rangpur"	"2005-Rangpur"	"BR25"	"2"	"Medium"	2.448961113
"2005"	2005	1992	"Satkhira"	"2005-Satkhira"	"BR25"	"2"	"Medium"	4.666046512
"2005"	2005	1992	"Sonagazi"	"2005-Sonagazi"	"BR25"	"2"	"Medium"	4
"2005"	2005	1992	"Kustia"	"2005-Kustia"	"BR25"	"2"	"Medium"	4.355953488
"2006"	2006	1992	"Barisal"	"2006-Barisal"	"BR25"	"2"	"Medium"	2.935
"2006"	2006	1992	"Comilla"	"2006-Comilla"	"BR25"	"2"	"Medium"	0.96
"2006"	2006	1992	"Gazipur"	"2006-Gazipur"	"BR25"	"2"	"Medium"	3.8
"2006"	2006	1992	"Rajshahi"	"2006-Rajshahi"	"BR25"	"2"	"Medium"	3.1
"2006"	2006	1992	"Rangpur"	"2006-Rangpur"	"BR25"	"2"	"Medium"	2
"2006"	2006	1992	"Satkhira"	"2006-Satkhira"	"BR25"	"2"	"Medium"	6
"2006"	2006	1992	"Sonagazi"	"2006-Sonagazi"	"BR25"	"2"	"Medium"	1.62
"2006"	2006	1992	"Kustia"	"2006-Kustia"	"BR25"	"2"	"Medium"	4
"2007"	2007	1992	"Barisal"	"2007-Barisal"	"BR25"	"2"	"Medium"	4.2855
"2007"	2007	1992	"Comilla"	"2007-Comilla"	"BR25"	"2"	"Medium"	3.45
"2007"	2007	1992	"Gazipur"	"2007-Gazipur"	"BR25"	"2"	"Medium"	2.6
"2007"	2007	1992	"Rajshahi"	"2007-Rajshahi"	"BR25"	"2"	"Medium"	5
"2007"	2007	1992	"Rangpur"	"2007-Rangpur"	"BR25"	"2"	"Medium"	2.6
"2007"	2007	1992	"Satkhira"	"2007-Satkhira"	"BR25"	"2"	"Medium"	2.9
"2007"	2007	1992	"Sonagazi"	"2007-Sonagazi"	"BR25"	"2"	"Medium"	3.1
"2007"	2007	1992	"Kustia"	"2007-Kustia"	"BR25"	"2"	"Medium"	4.35
"2008"	2008	1992	"Barisal"	"2008-Barisal"	"BR25"	"2"	"Medium"	3.91775
"2008"	2008	1992	"Comilla"	"2008-Comilla"	"BR25"	"2"	"Medium"	2.38
"2008"	2008	1992	"Gazipur"	"2008-Gazipur"	"BR25"	"2"	"Medium"	3.8
"2008"	2008	1992	"Rajshahi"	"2008-Rajshahi"	"BR25"	"2"	"Medium"	3.51
"2008"	2008	1992	"Rangpur"	"2008-Rangpur"	"BR25"	"2"	"Medium"	3.7
"2008"	2008	1992	"Satkhira"	"2008-Satkhira"	"BR25"	"2"	"Medium"	4.45
"2008"	2008	1992	"Sonagazi"	"2008-Sonagazi"	"BR25"	"2"	"Medium"	2.1
"2008"	2008	1992	"Kustia"	"2008-Kustia"	"BR25"	"2"	"Medium"	4.275
"2009"	2009	1992	"Barisal"	"2009-Barisal"	"BR25"	"2"	"Medium"	3.55
"2009"	2009	1992	"Comilla"	"2009-Comilla"	"BR25"	"2"	"Medium"	3.305
"2009"	2009	1992	"Gazipur"	"2009-Gazipur"	"BR25"	"2"	"Medium"	6.5
"2009"	2009	1992	"Rajshahi"	"2009-Rajshahi"	"BR25"	"2"	"Medium"	4.255
"2009"	2009	1992	"Rangpur"	"2009-Rangpur"	"BR25"	"2"	"Medium"	3.7
"2009"	2009	1992	"Satkhira"	"2009-Satkhira"	"BR25"	"2"	"Medium"	3.675
"2009"	2009	1992	"Sonagazi"	"2009-Sonagazi"	"BR25"	"2"	"Medium"	2
"2009"	2009	1992	"Kustia"	"2009-Kustia"	"BR25"	"2"	"Medium"	4.2
"2010"	2010	1992	"Barisal"	"2010-Barisal"	"BR25"	"2"	"Medium"	4.195
"2010"	2010	1992	"Comilla"	"2010-Comilla"	"BR25"	"2"	"Medium"	4.23
"2010"	2010	1992	"Gazipur"	"2010-Gazipur"	"BR25"	"2"	"Medium"	4.3
"2010"	2010	1992	"Rajshahi"	"2010-Rajshahi"	"BR25"	"2"	"Medium"	4.6775
"2010"	2010	1992	"Rangpur"	"2010-Rangpur"	"BR25"	"2"	"Medium"	3.5
"2010"	2010	1992	"Satkhira"	"2010-Satkhira"	"BR25"	"2"	"Medium"	4.0625
"2010"	2010	1992	"Sonagazi"	"2010-Sonagazi"	"BR25"	"2"	"Medium"	4.35
"2010"	2010	1992	"Kustia"	"2010-Kustia"	"BR25"	"2"	"Medium"	4.6
"2011"	2011	1992	"Barisal"	"2011-Barisal"	"BR25"	"2"	"Medium"	4.84
"2011"	2011	1992	"Comilla"	"2011-Comilla"	"BR25"	"2"	"Medium"	2.74
"2011"	2011	1992	"Gazipur"	"2011-Gazipur"	"BR25"	"2"	"Medium"	5.025
"2011"	2011	1992	"Rajshahi"	"2011-Rajshahi"	"BR25"	"2"	"Medium"	5.1
"2011"	2011	1992	"Rangpur"	"2011-Rangpur"	"BR25"	"2"	"Medium"	3.2
"2011"	2011	1992	"Satkhira"	"2011-Satkhira"	"BR25"	"2"	"Medium"	3.86875
"2011"	2011	1992	"Sonagazi"	"2011-Sonagazi"	"BR25"	"2"	"Medium"	5.1
"2011"	2011	1992	"Kustia"	"2011-Kustia"	"BR25"	"2"	"Medium"	4.89
"2012"	2012	1992	"Kustia"	"2012-Kustia"	"BR25"	"2"	"Medium"	4.89
"2012"	2012	1992	"Sonagazi"	"2012-Sonagazi"	"BR25"	"2"	"Medium"	4.32
"2012"	2012	1992	"Comilla"	"2012-Comilla"	"BR25"	"2"	"Medium"	4.2
"2012"	2012	1992	"Gazipur"	"2012-Gazipur"	"BR25"	"2"	"Medium"	4.215
"2012"	2012	1992	"Rajshahi"	"2012-Rajshahi"	"BR25"	"2"	"Medium"	3.745
"2012"	2012	1992	"Rangpur"	"2012-Rangpur"	"BR25"	"2"	"Medium"	1.9
"2012"	2012	1992	"Satkhira"	"2012-Satkhira"	"BR25"	"2"	"Medium"	2.935
"2012"	2012	1992	"Barisal"	"2012-Barisal"	"BR25"	"2"	"Medium"	3.97
"2013"	2013	1992	"Kustia"	"2013-Kustia"	"BR25"	"2"	"Medium"	4.5
"2013"	2013	1992	"Sonagazi"	"2013-Sonagazi"	"BR25"	"2"	"Medium"	4.26
"2013"	2013	1992	"Comilla"	"2013-Comilla"	"BR25"	"2"	"Medium"	4.15
"2013"	2013	1992	"Gazipur"	"2013-Gazipur"	"BR25"	"2"	"Medium"	4.6
"2013"	2013	1992	"Rajshahi"	"2013-Rajshahi"	"BR25"	"2"	"Medium"	2.39
"2013"	2013	1992	"Rangpur"	"2013-Rangpur"	"BR25"	"2"	"Medium"	2.6
"2013"	2013	1992	"Barisal"	"2013-Barisal"	"BR25"	"2"	"Medium"	4.26
"2014"	2014	1992	"Kustia"	"2014-Kustia"	"BR25"	"2"	"Medium"	4.95
"2014"	2014	1992	"Sonagazi"	"2014-Sonagazi"	"BR25"	"2"	"Medium"	2.76
"2014"	2014	1992	"Comilla"	"2014-Comilla"	"BR25"	"2"	"Medium"	3.87
"2014"	2014	1992	"Gazipur"	"2014-Gazipur"	"BR25"	"2"	"Medium"	5
"2014"	2014	1992	"Rajshahi"	"2014-Rajshahi"	"BR25"	"2"	"Medium"	5.897627907
"2014"	2014	1992	"Rangpur"	"2014-Rangpur"	"BR25"	"2"	"Medium"	3
"2014"	2014	1992	"Satkhira"	"2014-Satkhira"	"BR25"	"2"	"Medium"	4.67
"2014"	2014	1992	"Bhanga"	"2014-Bhanga"	"BR25"	"2"	"Medium"	4.625
"2015"	2015	1992	"Kustia"	"2015-Kustia"	"BR25"	"2"	"Medium"	4.18
"2015"	2015	1992	"Sonagazi"	"2015-Sonagazi"	"BR25"	"2"	"Medium"	3.761413953
"2015"	2015	1992	"Comilla"	"2015-Comilla"	"BR25"	"2"	"Medium"	3.968023256
"2015"	2015	1992	"Gazipur"	"2015-Gazipur"	"BR25"	"2"	"Medium"	5.515791987
"2015"	2015	1992	"Rajshahi"	"2015-Rajshahi"	"BR25"	"2"	"Medium"	5.710976744
"2015"	2015	1992	"Rangpur"	"2015-Rangpur"	"BR25"	"2"	"Medium"	1.9
"2015"	2015	1992	"Satkhira"	"2015-Satkhira"	"BR25"	"2"	"Medium"	2.923255814
"2015"	2015	1992	"Bhanga"	"2015-Bhanga"	"BR25"	"2"	"Medium"	4.075
"2001"	2001	1992	"Barisal"	"2001-Barisal"	"BR25"	"3"	"Medium"	4.27
"2001"	2001	1992	"Comilla"	"2001-Comilla"	"BR25"	"3"	"Medium"	4.073546512
"2001"	2001	1992	"Gazipur"	"2001-Gazipur"	"BR25"	"3"	"Medium"	4.093023256
"2001"	2001	1992	"Rajshahi"	"2001-Rajshahi"	"BR25"	"3"	"Medium"	3.95
"2001"	2001	1992	"Rangpur"	"2001-Rangpur"	"BR25"	"3"	"Medium"	3.355581395
"2001"	2001	1992	"Satkhira"	"2001-Satkhira"	"BR25"	"3"	"Medium"	5.072732558
"2001"	2001	1992	"Sonagazi"	"2001-Sonagazi"	"BR25"	"3"	"Medium"	4.093023256
"2002"	2002	1992	"Barisal"	"2002-Barisal"	"BR25"	"3"	"Medium"	4.95
"2002"	2002	1992	"Comilla"	"2002-Comilla"	"BR25"	"3"	"Medium"	5.2
"2002"	2002	1992	"Gazipur"	"2002-Gazipur"	"BR25"	"3"	"Medium"	4.01419593
"2002"	2002	1992	"Rajshahi"	"2002-Rajshahi"	"BR25"	"3"	"Medium"	4.249
"2002"	2002	1992	"Rangpur"	"2002-Rangpur"	"BR25"	"3"	"Medium"	3.04
"2002"	2002	1992	"Satkhira"	"2002-Satkhira"	"BR25"	"3"	"Medium"	4.906395349
"2002"	2002	1992	"Sonagazi"	"2002-Sonagazi"	"BR25"	"3"	"Medium"	4.392023256
"2003"	2003	1992	"Barisal"	"2003-Barisal"	"BR25"	"3"	"Medium"	4.736511628
"2003"	2003	1992	"Comilla"	"2003-Comilla"	"BR25"	"3"	"Medium"	2.949125581
"2003"	2003	1992	"Gazipur"	"2003-Gazipur"	"BR25"	"3"	"Medium"	2.936488372
"2003"	2003	1992	"Rajshahi"	"2003-Rajshahi"	"BR25"	"3"	"Medium"	4.0995
"2003"	2003	1992	"Rangpur"	"2003-Rangpur"	"BR25"	"3"	"Medium"	3.671162791
"2003"	2003	1992	"Satkhira"	"2003-Satkhira"	"BR25"	"3"	"Medium"	5.239069767
"2003"	2003	1992	"Sonagazi"	"2003-Sonagazi"	"BR25"	"3"	"Medium"	4.08
"2004"	2004	1992	"Barisal"	"2004-Barisal"	"BR25"	"3"	"Medium"	3.522371082
"2004"	2004	1992	"Comilla"	"2004-Comilla"	"BR25"	"3"	"Medium"	3.038818605
"2004"	2004	1992	"Gazipur"	"2004-Gazipur"	"BR25"	"3"	"Medium"	3.616046512
"2004"	2004	1992	"Rajshahi"	"2004-Rajshahi"	"BR25"	"3"	"Medium"	3.232
"2004"	2004	1992	"Rangpur"	"2004-Rangpur"	"BR25"	"3"	"Medium"	2.43
"2004"	2004	1992	"Satkhira"	"2004-Satkhira"	"BR25"	"3"	"Medium"	4.809302326
"2004"	2004	1992	"Sonagazi"	"2004-Sonagazi"	"BR25"	"3"	"Medium"	4.394080338
"2004"	2004	1992	"Kustia"	"2004-Kustia"	"BR25"	"3"	"Medium"	3.328976744
"2005"	2005	1992	"Barisal"	"2005-Barisal"	"BR25"	"3"	"Medium"	5.419
"2005"	2005	1992	"Comilla"	"2005-Comilla"	"BR25"	"3"	"Medium"	5.013953488
"2005"	2005	1992	"Gazipur"	"2005-Gazipur"	"BR25"	"3"	"Medium"	4.418953488
"2005"	2005	1992	"Rajshahi"	"2005-Rajshahi"	"BR25"	"3"	"Medium"	3.625116279
"2005"	2005	1992	"Rangpur"	"2005-Rangpur"	"BR25"	"3"	"Medium"	2.099218452
"2005"	2005	1992	"Satkhira"	"2005-Satkhira"	"BR25"	"3"	"Medium"	4.625116279
"2005"	2005	1992	"Sonagazi"	"2005-Sonagazi"	"BR25"	"3"	"Medium"	4.39
"2005"	2005	1992	"Kustia"	"2005-Kustia"	"BR25"	"3"	"Medium"	3.96627907
"2006"	2006	1992	"Barisal"	"2006-Barisal"	"BR25"	"3"	"Medium"	2.7
"2006"	2006	1992	"Comilla"	"2006-Comilla"	"BR25"	"3"	"Medium"	1.42
"2006"	2006	1992	"Gazipur"	"2006-Gazipur"	"BR25"	"3"	"Medium"	4.05
"2006"	2006	1992	"Rajshahi"	"2006-Rajshahi"	"BR25"	"3"	"Medium"	3.5
"2006"	2006	1992	"Rangpur"	"2006-Rangpur"	"BR25"	"3"	"Medium"	2.7
"2006"	2006	1992	"Satkhira"	"2006-Satkhira"	"BR25"	"3"	"Medium"	5.9
"2006"	2006	1992	"Sonagazi"	"2006-Sonagazi"	"BR25"	"3"	"Medium"	2.48
"2006"	2006	1992	"Kustia"	"2006-Kustia"	"BR25"	"3"	"Medium"	3.98
"2007"	2007	1992	"Barisal"	"2007-Barisal"	"BR25"	"3"	"Medium"	4.9355
"2007"	2007	1992	"Comilla"	"2007-Comilla"	"BR25"	"3"	"Medium"	3.29
"2007"	2007	1992	"Gazipur"	"2007-Gazipur"	"BR25"	"3"	"Medium"	3.45
"2007"	2007	1992	"Rajshahi"	"2007-Rajshahi"	"BR25"	"3"	"Medium"	5
"2007"	2007	1992	"Rangpur"	"2007-Rangpur"	"BR25"	"3"	"Medium"	1.8
"2007"	2007	1992	"Satkhira"	"2007-Satkhira"	"BR25"	"3"	"Medium"	2.95
"2007"	2007	1992	"Sonagazi"	"2007-Sonagazi"	"BR25"	"3"	"Medium"	3.04
"2007"	2007	1992	"Kustia"	"2007-Kustia"	"BR25"	"3"	"Medium"	4.95
"2008"	2008	1992	"Barisal"	"2008-Barisal"	"BR25"	"3"	"Medium"	3.91775
"2008"	2008	1992	"Comilla"	"2008-Comilla"	"BR25"	"3"	"Medium"	2.315
"2008"	2008	1992	"Gazipur"	"2008-Gazipur"	"BR25"	"3"	"Medium"	4.05
"2008"	2008	1992	"Rajshahi"	"2008-Rajshahi"	"BR25"	"3"	"Medium"	3.12
"2008"	2008	1992	"Rangpur"	"2008-Rangpur"	"BR25"	"3"	"Medium"	4.5
"2008"	2008	1992	"Satkhira"	"2008-Satkhira"	"BR25"	"3"	"Medium"	4.425
"2008"	2008	1992	"Sonagazi"	"2008-Sonagazi"	"BR25"	"3"	"Medium"	2.1
"2008"	2008	1992	"Kustia"	"2008-Kustia"	"BR25"	"3"	"Medium"	4.675
"2009"	2009	1992	"Barisal"	"2009-Barisal"	"BR25"	"3"	"Medium"	2.9
"2009"	2009	1992	"Comilla"	"2009-Comilla"	"BR25"	"3"	"Medium"	3.383
"2009"	2009	1992	"Gazipur"	"2009-Gazipur"	"BR25"	"3"	"Medium"	4.15
"2009"	2009	1992	"Rajshahi"	"2009-Rajshahi"	"BR25"	"3"	"Medium"	4.06
"2009"	2009	1992	"Rangpur"	"2009-Rangpur"	"BR25"	"3"	"Medium"	4.5
"2009"	2009	1992	"Satkhira"	"2009-Satkhira"	"BR25"	"3"	"Medium"	3.6875
"2009"	2009	1992	"Sonagazi"	"2009-Sonagazi"	"BR25"	"3"	"Medium"	1.95
"2009"	2009	1992	"Kustia"	"2009-Kustia"	"BR25"	"3"	"Medium"	4.4
"2010"	2010	1992	"Barisal"	"2010-Barisal"	"BR25"	"3"	"Medium"	3.745
"2010"	2010	1992	"Comilla"	"2010-Comilla"	"BR25"	"3"	"Medium"	4.451
"2010"	2010	1992	"Gazipur"	"2010-Gazipur"	"BR25"	"3"	"Medium"	3.35
"2010"	2010	1992	"Rajshahi"	"2010-Rajshahi"	"BR25"	"3"	"Medium"	5.03
"2010"	2010	1992	"Rangpur"	"2010-Rangpur"	"BR25"	"3"	"Medium"	3.8
